id,text,Anger,Disgust,Fear,Sadness,Joy,Surprise
amh_dev_track1_29,ይህ የገበጣ የሀሩር ፕሮጀክት ሰንት ወጣበት ሰንት ብር አተረፈ አንድ አልጋ ለአንድ ቀን ካልተከራየ የዛ አልጋ ዋጋ ለዘላለም ጠፋ ማለት ነዉ  ሰለዚህ ይህ የገበጣ ሪዦርት በየቀኑ ዋጋዉን መቀነሰ መጨመር አለበት ባዶዉን አልጋ እንዳያድር እያጫረተ ማከራየት አለበት 10 ሁሌ ሙሉ ዋጋ ለሚከፍሉ ቢጠበቅ መልካም ነዉ ግን 100 ሙሉ ዋጋ ለማግኘት ተብሎ መክሰር ሞኝነት ነዉ አሰጎዥ ድርጅቶች ሁቴሉን በብዛት ከተከራዩ ቅናሸ ማረግ አለቀ ሪዦርቶቹ በሙ,0,0,0,0,0,0
amh_dev_track1_30,ለኢትዮጵያውያን፣ ለየመናውያን እና ለኤርትራውያን የሥራ ዕድል የፈጠረው ስደተኛ,0,0,0,0,1,0
amh_dev_track1_31,💥💥💥አስደሳች ዜና ክብደት መጨመር ለምትፈልጉ💥💥💥 💊💊💊 በብዙዎች የታወቀው እና በጣም ተፈላጊው Semos Tablet 🟡በ 2015 በአጭር ጊዜ ውስጥ አስገራሚ ለውጥ ማምጣት ይፈልጋሉ? ✳️የሰውነት ክብደትዎ አሳስቦት ይሸማቀቃሉ? ✳️ምግብ ላይ ዝጋታም ኖት ? ምግብ አልበላም ብሎታል? ✳️Normal የሚባል ሰውነት እንዲኖርዎት ይፈልጋሉ? 🔱ለ Body Builders💪🦾🏋‍♂ 🔱ምግብ አልበላም ላላላችሁ 🍱🍜 🔱ውፍረት/ክብደት መጨመር ለሚፈልጉ 🔱,0,0,0,0,0,0
amh_dev_track1_32,የመሪ ክብሩ የተቀመጠበት ወንበሩ ወይም አመዳም ገላውን ሊሸፍን የለበሰው ሱፉ አይደለም።የመሪ ክብሩ ህዝቡ ነው። ህዝብን የናቀ መሪ አወዳደቁ የከፋ ነው። ህዝቡን ስሙት!,1,1,0,0,0,0
amh_dev_track1_33,ወንበሩ ጭንቀት ነው እንጂ ምቾት የለውም! ብትመለስ ይሻላል ምክንያቱም በሰፈሩት ቁና መሰፈር አይቀርም!,1,0,0,0,0,0
amh_dev_track1_34,ቢገርፉን፤ ቢገፉን፤ እስከ ቀራንዮ ፣ እስከ ጎልጎታ፤ ሞት አያስፈራንም! ሞቶ ማሸነፍን ፣ አስተምሮን ጌታ! በላይ በቀለ ወያ,0,0,0,0,0,0
amh_dev_track1_35,ኢስራኤል ማለት ቦቅቧቃና ፈሪ በአሚርካን በእንግሊዝ ታዝላ የምትሸና ሀገር ናት እንደ ወንድ ፊት ለፊት ገጥማ ማሸነፍ ስለማትችል ከሩቅ ሁና በአውሮፕላን ህፃናትና አዛውንት መግደል የምትችለው ቦቅቧቃነ ናት,0,1,0,0,0,0
amh_dev_track1_36,ሰለሞን ፀጋዬ አበበበ እግዚአብሔር ለሰም አጠራሩ ክብረ ምስጋና ይገባዋና አንተ እደምታሰብዉ ወይም ዘመዶችህ እደሚያሰቡት አይደለም ነጭ ጥቁረ ልታያዉ ልትነካዉ የማተቸለዉ አምላክ አብሮህ አለ ማየት አትተችልም መንካት አትችልም መዳሰሰሰ አትችልም ስለዚህ አረፉቹሁ ጭፋጭፉ,1,0,0,0,0,0
amh_dev_track1_37,ህብረበሄር የሚጠላ ጌታህ እንጂ እኛ አይደለንም አንተ ህሊናቢስ ከርሳም የኦሮሙማ ገረድ አንተ ቆሻሻ ሰገራ,0,1,0,0,0,0
amh_dev_track1_38,ይጥፋ የማይረባ ነገር እንተ ሽብር አታወራም ጥሩ ነው,0,0,0,0,1,0
amh_dev_track1_39,ሞጣ ሽማግሌ የአመቱ አህያ ዘረኛ ወንዱ ከሆንክ አገር ዉስጥ ገብተህ ታገል ተጋፈጥ ዉጪ አገር ሁነህ አልጋ ስር ተደብቀህ ህዝብ ለህዝብ እሳት ትለኩሳለህ,1,1,0,0,0,0
amh_dev_track1_40,እግዜአብሄር አምላክ ይርዳሺ ያሳዝናል ስትጉድአለ,0,0,0,1,0,0
amh_dev_track1_41,ብአዴንን ዝርግፍ ብሎ መደገፍ አይገባም ! አንድ ቀን ጠዋት ድንገት ተነስተው ትተነዋል ሊሉ ሁላ ይችላሉ። እስቲ መግባት የሚችሉት ይግቡና ሲያሰሩዋቸው፣ ዋና ዋና,0,1,1,0,0,0
amh_dev_track1_42,ኡፍፍፍ በጣም ነበር ያሳዘነችኝ አረ ተው ፕራንክ በድንጋጤ ሰው እንደሚሞትም እየተገነዘባችሁ,0,0,0,1,0,0
amh_dev_track1_43,ኣይ ጄብቴት ስንት መከራ ነው የምታየው  ተቃጠልክ እኮ  ግን ለምን ጠቅልለህ ኣትሄድም,0,1,0,0,0,0
amh_dev_track1_44,ኬንያ ነርሶችን ጨምሮ 2500 የተማሩ ሠራተኞችን ወደ ሳዑዲ ልትልክ ነው,0,0,0,0,0,0
amh_dev_track1_45,አዎ ኢሰራኢል ማለት በጣም አረመኔ ገዳይ ቆሻሾች ያውዳ ውሾች ናቸው ምን ታመጣላቹ ኢሰራኢል ደጋፍዎች,1,1,0,0,0,0
amh_dev_track1_46,ብልግና ፓርቲ እራሱ ገሎ እራሱ መግልጫ ይሰጣል ከዛም የሚገርም ሽኝት ፕሮግራም አድርጎ ይሸኘዋል፣ የአማራ ባለስልጣን ንቁ,1,1,0,0,0,0
amh_dev_track1_47,ይህንን እያዩም እውነቱን ይክዳሉ ከዛም ድንገት በተኛንበት ተወጋን ብለው ይጮሃሉ ይልቁንስ በተኛበት የተወጋው ዝግጅታቸውን ኣጠናቀው የነበሩት እነርሱ ወይስ,1,0,0,0,0,0
amh_dev_track1_48,እየፎገራቹሁ እያታለላቹ ብሉ እንጂ ለፋታቹ ጥራቹሁ ማ መች ትወጡት አጭበርባሪ ሁላ,1,1,0,0,0,0
amh_dev_track1_49,አወ ሰወሁሉ አድማ ማድረግ አለበት ስጋአንበላም ብሎ ዝግናኝ ዜና,1,0,0,1,0,0
amh_dev_track1_50,ወንድም እህቶች አንቂዎችን ብዙም አትስሙአቸው። አብይ እነ ዳግማዊትን ድንገት ሰርፕራይዝ አድርጎ አባረራቸው የምትል ዘፈን ስለሰማሁ ይህን አልኩ። ከስታሊን እስከ ዘመዴ ይህን ብለዋል። ይህ ትልቅ ውሸት ነው።,1,0,0,0,0,0
amh_dev_track1_51,ግድና ጅራት ወደ ኋላ ነው ይባል የለ የጉድና የመንደርተኛ ጊዜ ሆነብን፣ ይቅር ይበላችሁ ጽንፈኞች ጨለምተኞች ሽብር አውሪዎች አጋዳዮች የዬቱዮብ ቀለብተኞች ፣ የምታደርጉትን አታውቁምና,1,1,0,0,0,0
amh_dev_track1_52,ሙሉ ለሙሉ ‘አረንጓዴ ነዳጅ’ የሚጠቀመው የመጀመርያው አህጉር አቋራጭ በረራ ዛሬ ይከናወናል,0,0,0,0,1,0
amh_dev_track1_53,እኔ ያልገባኝ ነገር መጀመሪያ ማን አይዞህ ብሎት ነው ከአሜሪካ ጋር ሰጣ ገባ ውስጥ የገባው? ኮትኩተው እንዳሳደጉት አለቆቹ እየታዘዘዘ የስልጣን ዘመኑን እያራዘመ መኖር አይችልም ነበር ወይ? አሁንእኮ ሁኔታው አይኑን አፍጥጦ ገሀድ ወጥቷል በሀገር ላይ ስንት እልቂት የፈፀሙ ሰወች ለህግ አይቅረቡ፣ ተይዘው የታሰሩ ሰወች ይፈቱ የሚለው ትዛዝ ከአሜሪካ ከመጣና መንግስትም ተቀብሎ ከፈፀመ የሀገርን መከላከያ ሠራዊት እንዲጨፈጨፍ ትዛዝ የሰጠው,1,0,0,0,0,0
amh_dev_track1_54,እነዚህ በፈረንጅ missionaries ተምረው አሁን ደግሞ በግብፅ ተገዝተው ነው የኢትዩጽያን መከራ የሚያበዙት።,0,1,0,0,0,0
amh_dev_track1_55,እንዲህ ነዉ እንግዲህ አለሁ እያሉ ድንገት መቅረት ትምህርት ይሁነን ነብሱን በገነት ፈጣሪ ያኑረዉ,0,0,0,1,0,0
amh_dev_track1_56,ሮሃ ዜና የባለስልጣናቱ ያልተጠበቀ ውይይት! ፕሮፌሰሩ አርፈዋል!የድርቁ ጉዳይ ሌላ ችግር ፈጥሯል! መዓዛ መሃ via ,0,0,0,0,0,0
amh_dev_track1_57,ባንልስ ይቀርልናል ነበር እኮ ልዩነቱ እኛ መጥፎ ለስራው እንቃወማለን ጥሩ ለሰራው ደግሞ እናመሰግናለን በጅምላ ግን አንፈርድም አንወነጅልም መለስ በበደለው እ,0,0,0,0,0,0
amh_dev_track1_58,ድራማው በጣም አስተማሪ እና አጓጊ ነው ግን መቆራረጡ አናዳጅ እና ተስፋ አስቆራጭ ነው,1,0,0,0,1,0
amh_dev_track1_59,ሀጠራው ጋላ የኢትዮጵያን ባንዲራ እየከለከላቹህ ወሬ አታውሩ ሸርሙጣዎች ሸርሙጣ ጣቢያ ተበዱ,1,1,0,0,0,0
amh_dev_track1_60,ኑጥሀንንን በአየር መምታት ፍርሀት እጅ ጀግንነት አደለም,1,0,0,0,0,0
amh_dev_track1_61,የወገን እልቂትና የሐገር ውድመት ግድ የማይሰጠው ልክስክስና ክብረቢስ ውሻ,0,1,0,0,0,0
amh_dev_track1_62,እንዳለ አሉኝ የምላቸው ጥሩ ነገሮቼ ለካ መንፈሱ የሰጠኝ ናቸው ከልቤ ነው በጌታ እጅ ውስጥ ባልሆን ምን አይነት ሰው ልሆን እንደምችል አሰብኩት አስቤም ራሴን ታዘብኩትለራሳች,0,0,0,0,1,0
amh_dev_track1_63,የሚገረመኝ በቃ እኛ አያሰፍልገንም ወድብም ግድብም  ገናጨቀይ ባህር የወረሳል ተጀምሯል ያልቃል ግብፀ እና ወሰጥ ያላችሁ ምቀኞች ተንጫጬ ገና ወደ ከፍታ እንወጣለን ፈተና አለ ግን እንወጣለን,1,0,0,0,1,0
amh_dev_track1_64,የእናትም ጠላት አለ የማይታመን 😓😓😓😢😢😢,0,0,0,1,0,0
amh_dev_track1_65,የእስራኤል ደህንነት ማስፈራሪያዎች እየሰነዘሩባቸው እንደሆነ የደቡብ አፍሪካዋ ሚኒስትር ተናገሩ,0,0,0,0,0,0
amh_dev_track1_66,እግዚአብሔር ለኢትዮጵያ አንተን ሰጣት እንባዋ ታበሰ ክብሯ ተመለሰ ጨለማው በራላት መልኳም ተመለሰ ቁስሏ ደረቀላት ጠባሳም አልያዘ የት ነበርክ እሳካሁን ልጄ አክባሪዬ አኮራኸኝ እኮ ኑርልኝ አብዬ  Love You Man May God Bless You Your Family ,0,0,0,0,1,0
amh_dev_track1_67,ሄንክ በጣም አሪፍ በሃሪ ምርጥ ድምፅዊ ምርጥ ችሎት ,0,0,0,0,1,0
amh_dev_track1_68,ይህ የብዙ መስሪያ ቤቶችና ተቋማት ተግባር ነው የሙሁራኖቾቻችን እውቀትና ታማኝነት ይህንን ይመስላል የኢትዮጵያ መከራ የሚያስቀጥሉ ሙሁራን ፖለቲከኞችና ባለሀብቶች ናቸው ቢባል ምን ይገርማል አቤቱ ማስተዋሉን ስጠን,0,0,0,1,0,0
amh_dev_track1_69,እንኳን ደስ አለህ አንተ የኢትዮጵያ ልጅ!,0,0,0,0,1,0
amh_dev_track1_70,5 ራሱ መንግሰት ነው ትልቁ ስጋት በአሁኑ ሰዓት።,1,0,1,0,0,0
amh_dev_track1_71,በቀደም የጳጳሱን ንግግር ካላወገዝችሁ ብሎ አልሳክ ሲለው መንግሥት ነው ይህን እንዲያደርጉ ያዘዘው ሆን ብሎ ጥምቀት እስኪያልፍ ጠብቆ ምእመን በዛ አጋጣሚ ይቃወማሉ ብሎ ፈርቶ ምንም ያድርግ አሁንም በአንድ ሆነን እንወጣዋለን ኦርቶዶክሳውያን በተጠንቀቅ መጠበቅ አለብን አባቶቻችንን,1,0,0,0,0,0
amh_dev_track1_72,አሜሪካ ግን በስልጣን ላይ እንድትቆይ አታደርግህም ። አረመኔ ሌባ !,0,1,0,0,0,0
amh_dev_track1_73,አነር ፊት ሲያበረታቱህ ጊዜ መስሎህ ነው ዲያቢሎስ ደንጋዩን ወርቅ ያሰመሥላል አያደርግም እንጂ,0,1,0,0,0,0
amh_dev_track1_74,እንኳን ደስ አላቺሁ BBBc አሁን ለ2ለተኛ ግዜ ስትዘግቡት አለም ላይ ዘገባ የጠፋ አስመሰላቺሁት BBB c ፀረ ኢስላም የአይሁዳ ልሳን !,1,1,0,0,0,0
amh_dev_track1_75,አይ ሞት ክፉ አይ የጊዜአችን መጨረሻ ድሮ በጨርቅ ነበር የሚቀበረዉ ቀስ ብለዉ በሳጥን አሁን ደሞ ጭራሽ ቡለኬት ላይ ቁጭ አርገዉት እርፍ ደሞ ቀጣይ ምን ይመጣ ይሆን ዋ ነፍሴ እኔስ ፈራሁ ለመጨረሻችን ያረብ,0,0,1,1,0,0
amh_dev_track1_76,ቀድሞ የሚታየውን ድህነት ብናወድስ ምን የሚረባ ነገር አለው፧ ይልቁንስ እሷ ላይ የሚታየውን ንጹሕ የልጅነት ግንቦ ብናወድስ መልካም አይደለምን?,0,0,0,1,0,0
amh_dev_track1_77,በዙሪያችን ያሉ ነገሮች ሁሉ ከኢንተርኔት ጋር ሲተሳሰሩ ዓለም ምን ትመስላለች?,0,0,0,0,0,0
amh_dev_track1_78,አላህ ሆይ ሰዉን ሁሉ ጠብቅልን ያማል ሰብሩን ይስጠቸዉ ለቤተሰቦቿ ሁሉ 😭,0,0,0,1,0,0
amh_dev_track1_79,ኢትዬጵያ ወደዚህ ሁሉ መከራ ችግርና ቸነፈር እንድትደርስ ጃዋር ዶንቆሮ ተጠያቂ ነዉ,0,1,0,0,0,0
amh_dev_track1_80,ይቅርታ አድርግልኝ፣ የአንተ የኳስ ማሽከርከር ጨዋታ ከምፈልገው ጊዜ ጋር ፍጹም በመመሳሰሉ በጣም ተደስቻለሁ፣ እናም ያንን ደስታ ላካፍልህ አስቤ ነበር።,0,0,0,0,1,0
amh_dev_track1_81,ምን አይነት ክህደት ነው ከ15 ምሊወን በላይ ተማሪ ባቋንረጠበት 10 ዪንቨርሲቲዎቹ ተማሪ ሳይጠሩ,1,0,0,0,0,0
amh_dev_track1_82,አራት ቀርቶ አስረም ይሁን ቋንቋ ጥሩ ቅንጭላት አይሆንም ጅሉ,0,1,0,0,0,0
amh_dev_track1_83,Abeyu Getachewአንድና ሀለት ሰው ለይተህ ከማታውቅ ደንቆሮ ጋር ሀሳብ ማወራት የለብኝም ጀዝባ ዘረኛ ነገር ነህ,1,1,0,0,0,0
amh_dev_track1_84,የጋዛ ግማሹ ሕዝብ እየተራበ ነው ሲል የተባበሩት መንግሥታት አስጠነቀቀ,0,0,0,0,0,0
amh_dev_track1_85,ትክክል ነው የቢቢ የቢኒያሚንዋና አላማው በኢራን ላይ መዝመት ነው ደሞ የማይቀር ነው ግን መቼ እንድሆነ አይታወቅም የአሁኑ የሀማስ ጦርነት የመንገድ መጥሪጊያ ነው עמי ישראל חי שלום אלמנך,1,0,0,0,0,0
amh_dev_track1_86,ልጅ አለምነህ መጀመርያ ለምን ጦርነቱን የጀመሩ እነሱ ያሳዝናል እግዚአብሔር ሰላምን ያምጣ,0,0,0,1,0,0
amh_dev_track1_87,ቅድመ ኢህዴግ ካወራን እኮ ኦሮሞ የሚባል ትግራ የሚባልም ክልል አልነበረም ለምሳሌ ኦሮሞን ብናይ ወለጋ አውራጃ  ጅማ  ባሌ ወዘተ ነበር ደስ የሚለው የወሎ ሕዝብ በእንዳንተ አይነት አጭበርባሪ አይታለልም,1,1,0,0,0,0
amh_dev_track1_88,አረ በህግ አምላክ ምን አይነት ጥያቄ ነው የሚጠይቁት  በእውነት አድነን አምላኬ በጭራሽ የማይታሰብ ዘግናኝ ጥያቄ ነው የጠየቀው,0,0,0,1,0,0
amh_dev_track1_89,እዉነተኛ ታሪክ ከሆነ ሰዉ መሆናችን ከንቱ ነዉ አይዞሽ ፈጣሪ አለ,0,0,0,1,0,0
amh_dev_track1_90,ደግሞ አንተ ሁኔታህ ያስፈራል እኔነኝ ቴድሮስ እንዳትል ከቀን ወደ ቀን እያገረሸባችሁ ነው ዘረኝነቱ።,0,1,1,0,0,0
amh_dev_track1_91,ይሄንንን ሁሉ መከራ ያመጣብህ ሃጥያትህ ነው ከጌታ ፊት ኮብልለህ ነበር? ኣሁንም ጊዜ ኣለህ በጌታ ፊት በእውነት ተመላለስ፡፡፡,1,0,0,1,0,0
amh_dev_track1_92,ድንግል ማርያም እመብርሃን ታማልዳለች,0,0,0,0,0,0
amh_dev_track1_93,አባቴ እውነትዎትን ነውሰው ብር ተከምሮ ማዬት ፈለገ ያሉትርግማን ነው ደም መብላት ነውዘግናኝ ነው ይህን ህፃን ልጅ ማስደንገጣቸው ሳያንስ አሰቃይተው መግደላቸው  መንግሥት ሆይ እነዚህ አረመኔወች አስተማሪ ቅጣት ይገባቸዋልፅናቱን ይስጣችሁ,1,0,0,1,0,0
amh_dev_track1_94,እንባ የተቀመመ መስዋዕት ነው አቤቱ የህዝምን እንባ ተቀብል ? EOTCUnderAttack,0,0,0,1,0,0
amh_dev_track1_95,ወይኔ በጣም ነው የምታሳዝን እጅግ በጣም አቤቱ ማርን,0,0,0,1,0,0
amh_dev_track1_96,ይሄኮ መኖር አይባልም የሞት ሞት ነው አገር ሣይኖርህ ዘመድ ወገን ባሕል ማንነት ኩራት ይህ ሁሉ ሳይኖርህ ብትኖር ምን ዋጋ አለው,0,0,0,0,0,0
amh_dev_track1_97,ደረጀ ሃይሌ ወጥ ረገጥክ መከላከያ ከትግራዩ ሀይል ጋር ሲዋጋ የነበረው ሀገር ላፍርስ ከለ አካል ጋር ነው ከጀዋር ጋር እምስማምው የፌደራል መንግስት በብስልት ማትጣት የትግራዩ ሀይል insecurity እንዲሰማው ማረጉ ነው ነገር ግን የአማራ ክልል ይለው ጦርነት ለምን እንደተነሳ ላንት መናገር ለቀባሪ ማርዳት ነው ነገር ግን ይህን እያወክ ለጊዜው ዝንና ስም ብለህ ሁለቱን ስታወዳድር በማን ተወዳጅ ለመሆን እንደሆነ በግልፅ ያስታውቃል,1,1,0,0,0,0
